Distance: 20.81
Distance: 20.26
Distance: 21.11
Distance: 20.62
Distance: 20.64
Distance: 20.62
Distance: 20.57
Distance: 20.03
Distance: 20.23
Distance: 20.26
Distance: 20.23
Distance: 20.21
Distance: 19.62
Distance: 19.62
Distance: 19.43
Distance: 19.31
Distance: 19.38
Distance: 18.48
Distance: 19.31
Distance: 20.26
Distance: 19.86
Distance: 19.36
Distance: 18.80
Distance: 18.84
Distance: 19.19
Distance: 19.60
Distance: 20.50
Distance: 21.11
Distance: 21.27
Distance: 19.14
Distance: 19.14
Distance: 19.55
Distance: 21.62
Distance: 24.04
Distance: 22.47
Distance: 19.55
Distance: 18.72
Distance: 18.77
Distance: 18.43
Distance: 18.36
Distance: 18.36
Distance: 18.43
Distance: 18.43
Distance: 18.19
Distance: 18.65
Distance: 19.26
Distance: 19.74
Distance: 17.88
Distance: 18.67
Distance: 19.38
Distance: 19.26
Distance: 18.43
Distance: 18.50
Distance: 18.60
Distance: 18.55
Distance: 36.11
Distance: 17.83
Distance: 17.83
Distance: 18.19
Distance: 18.19
Distance: 18.55
Distance: 18.72
Distance: 18.50
Distance: 19.69
Distance: 19.97
Distance: 19.91
Distance: 20.64
Distance: 21.28
Distance: 21.40
Distance: 21.40
Distance: 21.57
Distance: 21.40
Distance: 22.30
Distance: 21.27
Distance: 20.67
Distance: 21.22
Distance: 20.38
Distance: 20.43
Distance: 20.03
Distance: 19.97
Distance: 19.92
Distance: 20.38
Distance: 20.57
Distance: 20.62
Distance: 21.00
Distance: 20.82
Distance: 20.45
Distance: 19.92
Distance: 20.38
Distance: 20.23
Distance: 20.38
Distance: 20.50
Distance: 20.62
Distance: 20.26
Distance: 21.17
Distance: 21.52
Distance: 21.05
Distance: 20.50
Distance: 20.45
Distance: 19.97
Distance: 20.03
Distance: 20.04
Distance: 20.50
Distance: 20.62
Distance: 20.69
Distance: 20.14
Distance: 19.52
Distance: 19.62
Distance: 19.55
Distance: 19.50
Distance: 19.84
Distance: 20.21
Distance: 21.28
Distance: 22.30
Distance: 23.24
Distance: 23.60
Distance: 40.89
Distance: 18.72
Distance: 18.62
Distance: 18.31
Distance: 17.83
Distance: 17.80
Distance: 18.38
Distance: 17.41
Distance: 17.29
Distance: 17.66
Distance: 17.29
Distance: 17.83
Distance: 17.88
Distance: 17.48
Distance: 17.48
Distance: 8.65
Distance: 17.48
Distance: 16.88
Distance: 16.76
Distance: 16.69
Distance: 16.17
Distance: 16.05
Distance: 16.40
Distance: 16.05
Distance: 15.93
Distance: 16.39
Distance: 16.27
Distance: 16.35
Distance: 15.93
Distance: 16.34
Distance: 16.35
Distance: 16.40
Distance: 16.05
Distance: 16.52
Distance: 16.39
Distance: 16.47
Distance: 16.46
Distance: 16.47
Distance: 16.15
Distance: 16.47
Distance: 16.46
Distance: 16.40
Distance: 16.51
Distance: 16.40
Distance: 16.40
Distance: 12.24
Distance: 16.05
Distance: 16.46
Distance: 16.10
Distance: 16.57
Distance: 16.17
Distance: 16.69
Distance: 16.40
Distance: 16.46
Distance: 16.46
Distance: 16.86
Distance: 16.52
Distance: 16.52
Distance: 17.00
Distance: 17.05
Distance: 17.05
Distance: 17.05
Distance: 17.48
Distance: 17.05
Distance: 17.95
Distance: 17.53
Distance: 18.50
Distance: 17.65
Distance: 18.60
Distance: 18.19
Distance: 18.26
Distance: 18.73
Distance: 18.26
Distance: 18.36
Distance: 18.31
Distance: 18.31
Distance: 18.24
Distance: 18.85
Distance: 18.43
Distance: 18.96
Distance: 18.79
Distance: 19.86
Distance: 20.81
Distance: 20.57
Distance: 21.10
Distance: 21.57
Distance: 21.45
Distance: 21.95
Distance: 21.85
Distance: 21.88
Distance: 21.23
Distance: 20.21
