#!,Workbook:,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
Distance: 6.51 cm
Distance: 6.51 cm
Distance: 6.41 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.53 cm
Distance: 18.60 cm
Distance: 18.58 cm
Distance: 18.60 cm
Distance: 18.60 cm
Distance: 18.58 cm
Distance: 18.58 cm
Distance: 18.60 cm
Distance: 18.65 cm
Distance: 18.77 cm
Distance: 18.84 cm
Distance: 18.89 cm
Distance: 19.07 cm
Distance: 19.19 cm
Distance: 19.24 cm
Distance: 19.23 cm
Distance: 19.24 cm
Distance: 19.24 cm
Distance: 19.18 cm
Distance: 19.18 cm
Distance: 18.67 cm
Distance: 18.77 cm
Distance: 19.19 cm
Distance: 19.19 cm
Distance: 19.18 cm
Distance: 18.77 cm
Distance: 19.18 cm
Distance: 19.19 cm
Distance: 19.19 cm
Distance: 19.13 cm
Distance: 19.19 cm
Distance: 19.19 cm
Distance: 18.67 cm
Distance: 19.24 cm
Distance: 19.24 cm
Distance: 18.89 cm
Distance: 19.36 cm
Distance: 19.31 cm
Distance: 19.48 cm
Distance: 19.48 cm
Distance: 19.53 cm
Distance: 19.72 cm
Distance: 19.79 cm
Distance: 19.89 cm
Distance: 19.96 cm
Distance: 20.01 cm
Distance: 19.97 cm
Distance: 20.20 cm
Distance: 20.14 cm
Distance: 20.31 cm
Distance: 20.26 cm
Distance: 20.37 cm
Distance: 20.31 cm
Distance: 20.38 cm
Distance: 20.26 cm
Distance: 20.38 cm
Distance: 20.37 cm
Distance: 20.37 cm
Distance: 20.37 cm
Distance: 19.96 cm
Distance: 19.96 cm
Distance: 20.38 cm
Distance: 20.38 cm
Distance: 20.37 cm
Distance: 20.31 cm
Distance: 19.91 cm
Distance: 20.31 cm
Distance: 20.38 cm
Distance: 20.31 cm
Distance: 20.14 cm
Distance: 19.96 cm
Distance: 19.69 cm
Distance: 19.67 cm
Distance: 19.55 cm
Distance: 19.43 cm
Distance: 19.36 cm
Distance: 19.24 cm
Distance: 19.13 cm
Distance: 18.85 cm
Distance: 18.70 cm
Distance: 18.48 cm
Distance: 18.17 cm
Distance: 18.36 cm
Distance: 18.24 cm
Distance: 17.58 cm
Distance: 17.70 cm
Distance: 17.48 cm
Distance: 16.86 cm
Distance: 4.47 cm
Distance: 16.80 cm
Distance: 16.46 cm
Distance: 16.20 cm
Distance: 15.98 cm
Distance: 15.79 cm
Distance: 15.50 cm
Distance: 15.30 cm
Distance: 14.84 cm
Distance: 193.92 cm
Distance: 14.47 cm
Distance: 14.13 cm
Distance: 13.96 cm
Distance: 13.84 cm
Distance: 13.24 cm
Distance: 0.05 cm
Distance: 13.35 cm
Distance: 13.35 cm
Distance: 12.75 cm
Distance: 12.63 cm
Distance: 12.51 cm
Distance: 12.46 cm
Distance: 12.39 cm
Distance: 12.22 cm
Distance: 12.29 cm
Distance: 12.36 cm
Distance: 12.41 cm
Distance: 12.48 cm
Distance: 12.58 cm
Distance: 12.77 cm
Distance: 13.36 cm
Distance: 13.53 cm
Distance: 13.29 cm
Distance: 13.60 cm
Distance: 14.03 cm
Distance: 0.03 cm
Distance: 15.01 cm
Distance: 15.67 cm
Distance: 15.98 cm
Distance: 15.86 cm
Distance: 16.17 cm
Distance: 16.51 cm
Distance: 17.17 cm
Distance: 17.46 cm
Distance: 17.22 cm
Distance: 17.41 cm
Distance: 17.58 cm
Distance: 17.77 cm
Distance: 18.46 cm
Distance: 18.24 cm
Distance: 18.34 cm
Distance: 18.96 cm
Distance: 19.06 cm
Distance: 19.13 cm
Distance: 19.13 cm
Distance: 19.01 cm
Distance: 18.89 cm
Distance: 18.36 cm
Distance: 18.60 cm
Distance: 17.94 cm
Distance: 17.82 cm
Distance: 18.17 cm
Distance: 18.05 cm
Distance: 17.82 cm
Distance: 17.65 cm
Distance: 17.29 cm
Distance: 16.90 cm
Distance: 15.98 cm
Distance: 16.03 cm
Distance: 15.69 cm
Distance: 15.44 cm
Distance: 14.72 cm
Distance: 14.86 cm
Distance: 14.43 cm
Distance: 14.03 cm
Distance: 13.18 cm
Distance: 12.89 cm
Distance: 12.60 cm
Distance: 12.22 cm
Distance: 11.93 cm
Distance: 11.75 cm
Distance: 11.22 cm
Distance: 11.15 cm
Distance: 11.03 cm
Distance: 11.22 cm
Distance: 10.69 cm
Distance: 10.74 cm
Distance: 10.86 cm
Distance: 10.98 cm
Distance: 11.10 cm
Distance: 11.15 cm
Distance: 11.75 cm
Distance: 11.53 cm
Distance: 12.17 cm
Distance: 12.29 cm
Distance: 12.41 cm
Distance: 13.19 cm
Distance: 13.48 cm
Distance: 14.01 cm
Distance: 14.01 cm
Distance: 14.31 cm
Distance: 14.96 cm
Distance: 15.27 cm
Distance: 15.50 cm
Distance: 15.33 cm
Distance: 15.74 cm
Distance: 16.15 cm
Distance: 16.51 cm
Distance: 17.17 cm
Distance: 17.29 cm
Distance: 17.39 cm
Distance: 17.10 cm
Distance: 17.82 cm
Distance: 18.19 cm
Distance: 18.12 cm
Distance: 18.90 cm
Distance: 19.43 cm
Distance: 20.03 cm
Distance: 20.43 cm
Distance: 20.67 cm
Distance: 20.86 cm
Distance: 21.08 cm
Distance: 21.27 cm
Distance: 21.45 cm
Distance: 21.69 cm
Distance: 22.24 cm
Distance: 22.10 cm
Distance: 22.12 cm
Distance: 22.53 cm
Distance: 22.22 cm
Distance: 21.79 cm
Distance: 21.74 cm
Distance: 20.74 cm
Distance: 20.86 cm
Distance: 19.97 cm
Distance: 0.00 cm
Distance: 0.05 cm
Distance: 18.96 cm
Distance: 18.58 cm
Distance: 17.75 cm
Distance: 17.77 cm
Distance: 16.92 cm
Distance: 180.17 cm
Distance: 15.57 cm
Distance: 15.08 cm
Distance: 14.01 cm
Distance: 126.65 cm
Distance: 6.34 cm
Distance: 0.00 cm
Distance: 11.32 cm
Distance: 11.15 cm
Distance: 10.42 cm
Distance: 10.32 cm
Distance: 10.22 cm
Distance: 10.22 cm
Distance: 10.22 cm
Distance: 0.00 cm
Distance: 10.27 cm
Distance: 10.37 cm
Distance: 0.00 cm
Distance: 10.27 cm
Distance: 10.74 cm
Distance: 10.44 cm
Distance: 10.44 cm
Distance: 10.44 cm
Distance: 10.49 cm
Distance: 10.93 cm
Distance: 10.93 cm
Distance: 10.91 cm
Distance: 10.98 cm
Distance: 11.15 cm
Distance: 11.29 cm
Distance: 11.03 cm
Distance: 11.58 cm
Distance: 11.76 cm
Distance: 11.93 cm
Distance: 11.93 cm
Distance: 11.70 cm
Distance: 11.05 cm
Distance: 11.29 cm
Distance: 10.68 cm
Distance: 10.69 cm
Distance: 11.37 cm
Distance: 11.32 cm
Distance: 11.61 cm
Distance: 12.10 cm
Distance: 11.73 cm
Distance: 11.15 cm
Distance: 10.78 cm
Distance: 10.61 cm
Distance: 10.01 cm
Distance: 9.91 cm
Distance: 9.98 cm
Distance: 10.22 cm
Distance: 10.39 cm
Distance: 0.05 cm
Distance: 11.34 cm
Distance: 11.53 cm
Distance: 11.63 cm
Distance: 11.70 cm
Distance: 11.65 cm
Distance: 11.46 cm
Distance: 10.86 cm
Distance: 10.68 cm
Distance: 10.27 cm
Distance: 10.13 cm
Distance: 10.49 cm
Distance: 9.96 cm
Distance: 10.20 cm
Distance: 9.79 cm
Distance: 10.34 cm
Distance: 10.56 cm
Distance: 10.74 cm
Distance: 10.98 cm
Distance: 11.58 cm
Distance: 11.39 cm
Distance: 11.75 cm
Distance: 11.03 cm
Distance: 10.37 cm
Distance: 10.54 cm
Distance: 10.44 cm
Distance: 10.32 cm
Distance: 10.10 cm
Distance: 9.55 cm
Distance: 10.03 cm
Distance: 10.15 cm
Distance: 10.39 cm
Distance: 10.37 cm
Distance: 11.56 cm
Distance: 11.80 cm
Distance: 11.99 cm
Distance: 12.04 cm
Distance: 12.27 cm
Distance: 11.37 cm
Distance: 10.56 cm
Distance: 10.37 cm
Distance: 10.13 cm
Distance: 9.98 cm
Distance: 9.44 cm
Distance: 9.84 cm
Distance: 9.69 cm
Distance: 9.84 cm
Distance: 9.01 cm
Distance: 8.60 cm
Distance: 8.72 cm
Distance: 9.25 cm
Distance: 9.61 cm
Distance: 9.95 cm
Distance: 10.15 cm
Distance: 9.91 cm
Distance: 10.51 cm
Distance: 10.69 cm
Distance: 10.86 cm
Distance: 11.03 cm
Distance: 11.15 cm
Distance: 11.75 cm
Distance: 11.61 cm
Distance: 11.27 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.99 cm
Distance: 12.39 cm
Distance: 11.63 cm
Distance: 11.08 cm
Distance: 10.85 cm
Distance: 10.61 cm
Distance: 9.89 cm
Distance: 10.03 cm
Distance: 9.38 cm
Distance: 9.62 cm
Distance: 9.18 cm
Distance: 9.78 cm
Distance: 10.01 cm
Distance: 10.15 cm
Distance: 9.98 cm
Distance: 10.68 cm
Distance: 10.93 cm
Distance: 11.15 cm
Distance: 12.29 cm
Distance: 13.24 cm
Distance: 12.46 cm
Distance: 11.75 cm
Distance: 12.46 cm
Distance: 15.67 cm
Distance: 11.99 cm
Distance: 11.63 cm
Distance: 16.03 cm
Distance: 11.56 cm
Distance: 11.44 cm
Distance: 11.32 cm
Distance: 11.19 cm
Distance: 11.65 cm
Distance: 11.15 cm
Distance: 11.65 cm
Distance: 11.63 cm
Distance: 11.58 cm
Distance: 11.05 cm
Distance: 11.03 cm
Distance: 10.69 cm
Distance: 10.44 cm
Distance: 10.27 cm
Distance: 10.08 cm
Distance: 10.20 cm
Distance: 10.13 cm
Distance: 10.25 cm
Distance: 10.37 cm
Distance: 10.63 cm
Distance: 11.29 cm
Distance: 11.46 cm
Distance: 11.63 cm
Distance: 11.76 cm
Distance: 11.82 cm
Distance: 11.70 cm
Distance: 11.65 cm
Distance: 11.65 cm
Distance: 11.58 cm
Distance: 11.58 cm
Distance: 11.46 cm
Distance: 10.46 cm
Distance: 10.22 cm
Distance: 10.08 cm
Distance: 10.20 cm
Distance: 10.18 cm
Distance: 9.89 cm
Distance: 10.49 cm
Distance: 10.51 cm
Distance: 10.63 cm
Distance: 10.57 cm
Distance: 10.57 cm
Distance: 10.74 cm
Distance: 10.98 cm
Distance: 10.98 cm
Distance: 11.03 cm
Distance: 11.15 cm
Distance: 10.85 cm
Distance: 6.63 cm
Distance: 6.34 cm
Distance: 11.22 cm
Distance: 11.15 cm
Distance: 11.17 cm
Distance: 11.15 cm
Distance: 11.15 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.25 cm
Distance: 11.27 cm
Distance: 11.15 cm
Distance: 11.20 cm
Distance: 11.20 cm
Distance: 11.20 cm
Distance: 12.05 cm
Distance: 8.13 cm
Distance: 12.46 cm
Distance: 11.10 cm
Distance: 11.10 cm
Distance: 11.15 cm
Distance: 11.17 cm
Distance: 11.15 cm
Distance: 11.17 cm
Distance: 11.15 cm
Distance: 11.17 cm
Distance: 11.17 cm
Distance: 6.44 cm
Distance: 5.81 cm
Distance: 6.39 cm
Distance: 11.25 cm
Distance: 11.27 cm
Distance: 11.25 cm
Distance: 11.25 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.17 cm
Distance: 11.15 cm
Distance: 8.19 cm
Distance: 7.72 cm
Distance: 9.49 cm
Distance: 11.32 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.25 cm
Distance: 11.20 cm
Distance: 11.17 cm
Distance: 11.15 cm
Distance: 4.79 cm
Distance: 4.61 cm
Distance: 3.91 cm
Distance: 11.65 cm
Distance: 11.17 cm
Distance: 11.22 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.39 cm
Distance: 11.39 cm
Distance: 12.22 cm
Distance: 5.44 cm
Distance: 4.39 cm
Distance: 5.61 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.70 cm
Distance: 11.70 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 10.39 cm
Distance: 9.49 cm
Distance: 3.83 cm
Distance: 15.39 cm
Distance: 11.32 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 10.74 cm
Distance: 11.22 cm
Distance: 11.65 cm
Distance: 3.23 cm
Distance: 17.77 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.10 cm
Distance: 11.27 cm
Distance: 11.25 cm
Distance: 11.25 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.25 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.29 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.27 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.29 cm
Distance: 11.27 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.29 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.29 cm
Distance: 11.22 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.25 cm
Distance: 11.25 cm
Distance: 11.32 cm
Distance: 11.32 cm
Distance: 11.24 cm
Distance: 11.22 cm
Distance: 11.22 cm
Distance: 11.27 cm
Distance: 11.34 cm
Distance: 11.27 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.41 cm
Distance: 11.41 cm
Distance: 11.39 cm
Distance: 11.34 cm
Distance: 11.39 cm
Distance: 11.34 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.46 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.34 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.44 cm
Distance: 11.42 cm
Distance: 11.34 cm
Distance: 11.82 cm
Distance: 11.34 cm
Distance: 11.39 cm
Distance: 11.34 cm
Distance: 11.39 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.39 cm
Distance: 11.34 cm
Distance: 11.41 cm
Distance: 11.41 cm
Distance: 11.46 cm
Distance: 11.39 cm
Distance: 11.41 cm
Distance: 11.51 cm
Distance: 11.46 cm
Distance: 11.46 cm
Distance: 11.53 cm
Distance: 11.58 cm
Distance: 11.58 cm
Distance: 11.58 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.17 cm
Distance: 11.25 cm
Distance: 11.68 cm
Distance: 11.25 cm
Distance: 11.73 cm
Distance: 11.73 cm
Distance: 11.73 cm
Distance: 11.73 cm
Distance: 11.68 cm
Distance: 11.68 cm
Distance: 11.68 cm
Distance: 11.27 cm
Distance: 11.73 cm
Distance: 11.75 cm
Distance: 11.80 cm
Distance: 11.80 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.85 cm
Distance: 11.85 cm
Distance: 11.85 cm
Distance: 11.87 cm
Distance: 11.85 cm
Distance: 11.85 cm
Distance: 11.82 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.82 cm
Distance: 11.75 cm
Distance: 11.63 cm
Distance: 11.65 cm
Distance: 11.58 cm
Distance: 11.58 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.65 cm
Distance: 11.63 cm
Distance: 11.65 cm
Distance: 11.65 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.70 cm
Distance: 11.70 cm
Distance: 11.70 cm
Distance: 11.70 cm
Distance: 11.68 cm
Distance: 11.70 cm
Distance: 11.76 cm
Distance: 11.76 cm
Distance: 11.75 cm
Distance: 11.76 cm
Distance: 11.76 cm
Distance: 11.76 cm
Distance: 11.75 cm
Distance: 11.76 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 11.82 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.82 cm
Distance: 11.80 cm
Distance: 11.87 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.87 cm
Distance: 11.87 cm
Distance: 11.80 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.82 cm
Distance: 11.88 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.99 cm
Distance: 11.92 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.99 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.87 cm
Distance: 11.85 cm
Distance: 11.85 cm
Distance: 11.92 cm
Distance: 11.85 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.99 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 12.33 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.80 cm
Distance: 11.73 cm
Distance: 11.73 cm
Distance: 11.75 cm
Distance: 11.75 cm
Distance: 12.21 cm
Distance: 12.21 cm
Distance: 12.21 cm
Distance: 12.21 cm
Distance: 11.80 cm
Distance: 12.27 cm
Distance: 11.80 cm
Distance: 11.87 cm
Distance: 11.85 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 12.33 cm
Distance: 11.90 cm
Distance: 11.92 cm
Distance: 11.90 cm
Distance: 11.90 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.99 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.10 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 12.04 cm
Distance: 11.97 cm
Distance: 12.33 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.99 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.99 cm
Distance: 11.92 cm
Distance: 12.39 cm
Distance: 12.39 cm
Distance: 11.97 cm
Distance: 12.39 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.97 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 12.22 cm
Distance: 11.85 cm
Distance: 11.92 cm
Distance: 12.22 cm
Distance: 11.82 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 11.92 cm
Distance: 12.22 cm
Distance: 11.82 cm
Distance: 11.87 cm
Distance: 11.85 cm
Distance: 12.17 cm
Distance: 11.80 cm
Distance: 11.80 cm
Distance: 12.21 cm
Distance: 12.12 cm
Distance: 11.75 cm
Distance: 12.10 cm
Distance: 11.73 cm
Distance: 12.12 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 11.63 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 11.63 cm
Distance: 11.73 cm
Distance: 12.19 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 12.10 cm
Distance: 11.63 cm
Distance: 11.63 cm
Distance: 11.65 cm
Distance: 12.10 cm
Distance: 11.73 cm
Distance: 11.75 cm
Distance: 11.73 cm
Distance: 12.21 cm
Distance: 11.75 cm
Distance: 11.68 cm
Distance: 11.75 cm
Distance: 11.73 cm
Distance: 12.16 cm
Distance: 12.16 cm
Distance: 11.73 cm
Distance: 12.16 cm
Distance: 11.73 cm
Distance: 12.16 cm
Distance: 12.16 cm
Distance: 12.16 cm
Distance: 12.16 cm
Distance: 12.05 cm
Distance: 12.05 cm
Distance: 12.05 cm
